meta,Genus,Species,Isolate N,Taxon,PC1,PC2,PC3,PC4,PC5
Rhoyun03BHI18BC23,Rho,yun,3,Rho yun,7.1214198158599435,9.859575529537025,-2.715981421784078,5.27321276234024,-2.7773332251785847
Rhoyun03BHI18BC31,Rho,yun,3,Rho yun,1.727350139574859,0.1309682211771422,1.9243652155122106,0.031646419357413996,2.0133972087740073
Rhoyun03BHI18BC32,Rho,yun,3,Rho yun,1.767196291398657,0.16810228101766797,2.6500495908880595,0.06751141286379787,1.4729467565033167
Rhoyun03BHI18BC33,Rho,yun,3,Rho yun,1.8640288941043321,0.5172832222587238,0.44472168928071965,-0.6257191531026989,2.1441327358468762
Rhoyun28BHI18BC11,Rho,yun,28,Rho yun,2.705013832778203,4.028193415920707,2.2493268841455993,6.919457580369389,-4.775163815399591
Rhoyun28BHI18BC12,Rho,yun,28,Rho yun,2.779951492133609,4.4469539885008915,1.9777432554497845,7.03185431669411,-4.997968824547841
Rhoyun28BHI18BC13,Rho,yun,28,Rho yun,3.1001967831465,5.873228344066649,0.542928796226461,8.213162682067221,-6.56667824273423
Rhoyun28BHI18BC21,Rho,yun,28,Rho yun,7.973780081122058,-16.644388144031307,-7.913840756905047,-3.7837460916741734,-2.403660033423171
Rhoyun28BHI18BC22,Rho,yun,28,Rho yun,-10.024742640787455,-17.6120794253961,-8.100263735273135,6.876449540486833,-2.0829788287024567
Rhoyun28BHI18BC23,Rho,yun,28,Rho yun,-8.588072152806673,-17.921722814662502,-8.15157143503207,6.45153888733571,-2.0996645796029014
Rhoyun28BHI18BC31,Rho,yun,28,Rho yun,6.564182841243416,15.022301692431716,-5.991308892774021,-0.3719156963551623,-6.913986483003281
Rhoyun28BHI18BC32,Rho,yun,28,Rho yun,5.160633789899492,12.632441020654783,-4.218067528885874,3.8897436190772847,-6.548569861474294
Rhoyun28BHI18BC33,Rho,yun,28,Rho yun,4.134057744842828,6.891013178004795,0.33774738364002616,7.59443954170318,-4.258768184595905
